"observation_id","update_datetime","site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","observation_date","day_of_year","phenophase_status","intensity_category_id","intensity_value","abundance_value"
22590688,"2020-05-20 10:19:58",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,371,"Breaking leaf buds","2018-03-24",83,0,-9999,"-9999",-9999
22591820,"2020-05-20 09:51:38",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-05-09",129,0,-9999,"-9999",-9999
22588554,"2020-05-20 09:15:22",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,371,"Breaking leaf buds","2018-10-15",288,0,-9999,"-9999",-9999
22591842,"2020-05-20 09:51:05",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-08-25",237,0,-9999,"-9999",-9999
22588576,"2020-05-20 09:15:29",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,371,"Breaking leaf buds","2018-09-03",246,0,-9999,"-9999",-9999
22588598,"2020-05-20 09:17:42",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,371,"Breaking leaf buds","2018-06-11",162,0,-9999,"-9999",-9999
22588620,"2020-05-20 09:15:49",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,371,"Breaking leaf buds","2018-03-26",85,0,-9999,"-9999",-9999
22588642,"2020-05-20 09:18:46",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,371,"Breaking leaf buds","2018-04-30",120,0,-9999,"-9999",-9999
22588664,"2020-05-20 09:18:16",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,371,"Breaking leaf buds","2018-07-23",204,0,-9999,"-9999",-9999
22588686,"2020-05-20 09:16:08",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,371,"Breaking leaf buds","2018-08-13",225,0,-9999,"-9999",-9999
22588708,"2020-05-20 09:18:33",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,371,"Breaking leaf buds","2018-09-17",260,0,-9999,"-9999",-9999
22591860,"2020-05-20 09:49:51",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-04-05",95,0,-9999,"-9999",-9999
22591882,"-9999",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-06-12",163,0,-9999,"-9999",-9999
22591911,"2020-05-20 09:51:13",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-04-26",116,0,-9999,"-9999",-9999
22591940,"2020-05-20 09:51:00",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-07-05",186,0,-9999,"-9999",-9999
22591969,"2020-05-20 09:50:21",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-11-05",309,0,-9999,"-9999",-9999
22591991,"2020-05-20 09:50:27",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-06-27",178,0,-9999,"-9999",-9999
22592081,"2020-05-20 09:49:30",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-06-06",157,0,-9999,"-9999",-9999
22592109,"2020-05-20 09:49:46",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,371,"Breaking leaf buds","2018-09-21",264,0,-9999,"-9999",-9999
22588884,"2020-05-20 09:17:36",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,371,"Breaking leaf buds","2018-06-04",155,0,-9999,"-9999",-9999
22591873,"2020-05-20 09:51:32",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-07-11",192,0,-9999,"-9999",-9999
22591902,"2020-05-20 09:51:44",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-03-28",87,0,-9999,"-9999",-9999
22591924,"2020-05-20 09:49:07",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-07-18",199,0,-9999,"-9999",-9999
22591953,"2020-05-20 09:50:47",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-05-24",144,0,-9999,"-9999",-9999
22591982,"2020-05-20 09:51:27",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-05-21",141,0,-9999,"-9999",-9999
22592072,"2020-05-20 09:49:19",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-10-29",302,0,-9999,"-9999",-9999
22592094,"2020-05-20 09:49:58",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-08-16",228,0,-9999,"-9999",-9999
22592138,"2020-05-20 09:49:39",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-04-11",101,0,-9999,"-9999",-9999
22588875,"2020-05-20 09:17:18",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-09-10",253,0,-9999,"-9999",-9999
22588897,"2020-05-20 09:18:09",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-05-28",148,0,-9999,"-9999",-9999
22588732,"2020-05-20 09:18:36",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-10-09",282,0,-9999,"-9999",-9999
22588754,"2020-05-20 09:16:55",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-05-14",134,0,-9999,"-9999",-9999
22588776,"2020-05-20 09:17:02",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-07-16",197,0,-9999,"-9999",-9999
22588798,"2020-05-20 09:17:47",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-08-06",218,0,-9999,"-9999",-9999
22590391,"2020-05-20 10:20:38",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-05-12",132,0,-9999,"-9999",-9999
22591699,"2020-05-20 09:50:14",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-11-19",323,1,-9999,"-9999",-9999
22588820,"2020-05-20 09:18:40",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-09-24",267,0,-9999,"-9999",-9999
22590429,"2020-05-20 10:20:32",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-06-09",160,0,-9999,"-9999",-9999
22591721,"2020-05-20 09:47:58",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-04-19",109,0,-9999,"-9999",-9999
22588842,"2020-05-20 09:18:21",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-11-12",316,1,-9999,"-9999",-9999
22590585,"2020-05-20 10:20:58",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-04-28",118,0,-9999,"-9999",-9999
22591749,"2020-05-20 09:50:52",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-11-11",315,1,-9999,"-9999",-9999
22588864,"2020-05-20 09:17:52",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-06-18",169,0,-9999,"-9999",-9999
22590646,"2020-05-20 10:20:51",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-04-14",104,0,-9999,"-9999",-9999
22591771,"2020-05-20 09:48:13",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-09-28",271,0,-9999,"-9999",-9999
22590668,"2020-05-20 10:20:20",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-06-04",155,0,-9999,"-9999",-9999
22591793,"2020-05-20 09:48:27",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-10-18",291,0,-9999,"-9999",-9999
22590690,"2020-05-20 10:19:58",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-03-24",83,0,-9999,"-9999",-9999
22591822,"2020-05-20 09:51:38",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-05-09",129,0,-9999,"-9999",-9999
22588556,"2020-05-20 09:15:22",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-10-15",288,0,-9999,"-9999",-9999
22591851,"2020-05-20 09:51:05",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-08-25",237,0,-9999,"-9999",-9999
22588578,"2020-05-20 09:15:29",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-09-03",246,0,-9999,"-9999",-9999
22588600,"2020-05-20 09:17:42",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-06-11",162,0,-9999,"-9999",-9999
22588622,"2020-05-20 09:15:49",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-03-26",85,0,-9999,"-9999",-9999
22588644,"2020-05-20 09:18:46",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-04-30",120,0,-9999,"-9999",-9999
22588666,"2020-05-20 09:18:16",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-07-23",204,0,-9999,"-9999",-9999
22588688,"2020-05-20 09:16:08",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-08-13",225,0,-9999,"-9999",-9999
22588710,"2020-05-20 09:18:33",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-09-17",260,0,-9999,"-9999",-9999
22591862,"2020-05-20 09:49:51",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-04-05",95,0,-9999,"-9999",-9999
22591884,"-9999",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-06-12",163,0,-9999,"-9999",-9999
22591913,"2020-05-20 09:51:13",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-04-26",116,0,-9999,"-9999",-9999
22591942,"2020-05-20 09:51:00",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-07-05",186,0,-9999,"-9999",-9999
22591971,"2020-05-20 09:50:21",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-11-05",309,1,-9999,"-9999",-9999
22591995,"2020-05-20 09:50:27",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-06-27",178,0,-9999,"-9999",-9999
22592083,"2020-05-20 09:49:30",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-06-06",157,0,-9999,"-9999",-9999
22592111,"2020-05-20 09:49:46",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-09-21",264,0,-9999,"-9999",-9999
22588886,"2020-05-20 09:17:36",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-06-04",155,0,-9999,"-9999",-9999
22588721,"2020-05-20 09:16:43",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-11-22",326,1,-9999,"-9999",-9999
22588743,"2020-05-20 09:16:48",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-07-09",190,0,-9999,"-9999",-9999
22588765,"2020-05-20 09:17:26",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-06-25",176,0,-9999,"-9999",-9999
22588787,"2020-05-20 09:17:10",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-07-30",211,0,-9999,"-9999",-9999
22591688,"2020-05-20 09:50:36",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-08-09",221,0,-9999,"-9999",-9999
22588809,"2020-05-20 09:17:33",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-05-07",127,0,-9999,"-9999",-9999
22590418,"2020-05-20 10:20:44",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-05-19",139,0,-9999,"-9999",-9999
22591710,"2020-05-20 09:47:50",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-08-31",243,0,-9999,"-9999",-9999
22588831,"2020-05-20 09:18:03",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-04-09",99,0,-9999,"-9999",-9999
22590510,"2020-05-20 10:20:24",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-04-22",112,0,-9999,"-9999",-9999
22591731,"2020-05-20 09:50:06",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-05-02",122,0,-9999,"-9999",-9999
22588853,"2020-05-20 09:18:26",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-10-29",302,0,-9999,"-9999",-9999
22590635,"2020-05-20 10:20:14",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-04-05",95,0,-9999,"-9999",-9999
22591760,"2020-05-20 09:48:06",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-05-17",137,0,-9999,"-9999",-9999
22590657,"2020-05-20 10:20:05",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-03-31",90,0,-9999,"-9999",-9999
22591782,"2020-05-20 09:48:18",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-06-20",171,0,-9999,"-9999",-9999
22590679,"2020-05-20 10:19:51",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,471,"Falling leaves","2018-06-23",174,0,-9999,"-9999",-9999
22591804,"2020-05-20 09:49:01",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-10-11",284,0,-9999,"-9999",-9999
22588545,"2020-05-20 09:16:36",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-04-02",92,0,-9999,"-9999",-9999
22591833,"2020-05-20 09:51:21",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,471,"Falling leaves","2018-09-07",250,0,-9999,"-9999",-9999
22588567,"2020-05-20 09:18:43",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-04-16",106,0,-9999,"-9999",-9999
22588589,"2020-05-20 09:15:36",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-08-20",232,0,-9999,"-9999",-9999
22588611,"2020-05-20 09:15:41",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-04-23",113,0,-9999,"-9999",-9999
22588633,"2020-05-20 09:15:54",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-07-04",185,0,-9999,"-9999",-9999
22588655,"2020-05-20 09:17:58",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-11-05",309,1,-9999,"-9999",-9999
22588677,"2020-05-20 09:15:59",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-10-23",296,0,-9999,"-9999",-9999
22588699,"2020-05-20 09:16:16",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,471,"Falling leaves","2018-08-27",239,0,-9999,"-9999",-9999
22588734,"2020-05-20 09:18:36",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-10-09",282,1,-9999,"-9999",-9999
22588756,"2020-05-20 09:16:55",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-05-14",134,1,73,"95% or more",-9999
22588778,"2020-05-20 09:17:02",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-07-16",197,1,-9999,"-9999",-9999
22588800,"2020-05-20 09:17:47",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-08-06",218,1,-9999,"-9999",-9999
22590393,"2020-05-20 10:20:38",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,483,"Leaves","2018-05-12",132,1,73,"95% or more",-9999
22591701,"2020-05-20 09:50:14",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-11-19",323,0,-9999,"-9999",-9999
22588822,"2020-05-20 09:18:40",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-09-24",267,1,-9999,"-9999",-9999
22590431,"2020-05-20 10:20:32",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,483,"Leaves","2018-06-09",160,1,73,"95% or more",-9999
22591723,"2020-05-20 09:47:58",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-04-19",109,0,-9999,"-9999",-9999
22588844,"2020-05-20 09:18:21",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-11-12",316,1,-9999,"-9999",-9999
22590601,"2020-05-20 10:20:58",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,483,"Leaves","2018-04-28",118,0,-9999,"-9999",-9999
22591751,"2020-05-20 09:50:52",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-11-11",315,0,-9999,"-9999",-9999
22588866,"2020-05-20 09:17:52",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-06-18",169,1,-9999,"-9999",-9999
22590648,"2020-05-20 10:20:51",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,483,"Leaves","2018-04-14",104,0,-9999,"-9999",-9999
22591773,"2020-05-20 09:48:13",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-09-28",271,1,73,"95% or more",-9999
22590670,"2020-05-20 10:20:20",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,483,"Leaves","2018-06-04",155,1,73,"95% or more",-9999
22591795,"2020-05-20 09:48:27",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-10-18",291,0,-9999,"-9999",-9999
22590692,"2020-05-20 10:19:58",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,483,"Leaves","2018-03-24",83,0,-9999,"-9999",-9999
22591824,"2020-05-20 09:51:38",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-05-09",129,1,73,"95% or more",-9999
22588558,"2020-05-20 09:15:22",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-10-15",288,1,-9999,"-9999",-9999
22588580,"2020-05-20 09:15:29",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-09-03",246,1,-9999,"-9999",-9999
22588602,"2020-05-20 09:17:42",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-06-11",162,1,-9999,"-9999",-9999
22588624,"2020-05-20 09:15:49",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-03-26",85,0,-9999,"-9999",-9999
22588646,"2020-05-20 09:18:46",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-04-30",120,0,-9999,"-9999",-9999
22588668,"2020-05-20 09:18:16",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-07-23",204,1,-9999,"-9999",-9999
22588690,"2020-05-20 09:16:08",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-08-13",225,1,-9999,"-9999",-9999
22588712,"2020-05-20 09:18:33",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-09-17",260,1,-9999,"-9999",-9999
22591864,"2020-05-20 09:49:51",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-04-05",95,0,-9999,"-9999",-9999
22591886,"-9999",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-06-12",163,1,-9999,"-9999",-9999
22591915,"2020-05-20 09:51:13",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-04-26",116,0,-9999,"-9999",-9999
22591944,"2020-05-20 09:51:00",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-07-05",186,0,-9999,"-9999",-9999
22591973,"2020-05-20 09:50:21",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-11-05",309,0,-9999,"-9999",-9999
22592023,"2020-05-20 09:50:27",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-06-27",178,0,-9999,"-9999",-9999
22592085,"2020-05-20 09:49:30",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-06-06",157,1,73,"95% or more",-9999
22592113,"2020-05-20 09:49:46",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-09-21",264,1,73,"95% or more",-9999
22588888,"2020-05-20 09:17:36",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-06-04",155,1,-9999,"-9999",-9999
22588723,"2020-05-20 09:16:43",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-11-22",326,1,-9999,"-9999",-9999
22588745,"2020-05-20 09:16:48",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-07-09",190,1,-9999,"-9999",-9999
22588767,"2020-05-20 09:17:26",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-06-25",176,1,-9999,"-9999",-9999
22588789,"2020-05-20 09:17:10",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-07-30",211,1,-9999,"-9999",-9999
22591690,"2020-05-20 09:50:36",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-08-09",221,0,-9999,"-9999",-9999
22588811,"2020-05-20 09:17:33",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132868,483,"Leaves","2018-05-07",127,1,73,"50-74%",-9999
22590420,"2020-05-20 10:20:44",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132867,483,"Leaves","2018-05-19",139,1,73,"95% or more",-9999
22591712,"2020-05-20 09:47:50",26202,41.814045,-88.050323,229,"IL",1190,"Quercus","imbricaria","shingle oak","Plantae",132879,483,"Leaves","2018-08-31",243,0,-9999,"-9999",-9999
