"individual_id","species_id","genus","observation_date","year","day_of_year","leaves","color","leaf.clean","color.clean","color.full"
132853,1159,"Quercus","2018-11-07",2018,311,"1","1","1","1","1"
132853,1159,"Quercus","2018-11-21",2018,325,"1","1","1","1","1"
132853,1159,"Quercus","2019-03-27",2019,86,"0","0","0","0","0"
132853,1159,"Quercus","2019-04-03",2019,93,"0","0","0","0","0"
132853,1159,"Quercus","2019-04-11",2019,101,"0","0","1","0","0"
132853,1159,"Quercus","2019-04-17",2019,107,"0","0","0","0","0"
132853,1159,"Quercus","2019-04-24",2019,114,"0","0","0","0","0"
132853,1159,"Quercus","2019-04-30",2019,120,"1","0","1","0","0"
132853,1159,"Quercus","2019-05-08",2019,128,"1","0","1","0","0"
132853,1159,"Quercus","2019-05-14",2019,134,"1","0","1","0","0"
132853,1159,"Quercus","2019-05-21",2019,141,"1","0","1","0","0"
132853,1159,"Quercus","2019-05-28",2019,148,"1","0","1","0","0"
132853,1159,"Quercus","2019-06-04",2019,155,"1","0","1","0","0"
132853,1159,"Quercus","2019-06-11",2019,162,"1","0","1","0","0"
132853,1159,"Quercus","2019-06-18",2019,169,"1","0","1","0","0"
132853,1159,"Quercus","2019-06-25",2019,176,"1","0","1","0","0"
132853,1159,"Quercus","2019-07-02",2019,183,"1","0","1","0","0"
132853,1159,"Quercus","2019-07-09",2019,190,"1","0","1","0","0"
132853,1159,"Quercus","2019-07-16",2019,197,"1","0","1","0","0"
132853,1159,"Quercus","2019-07-23",2019,204,"1","0","1","0","0"
132853,1159,"Quercus","2019-07-30",2019,211,"1","0","1","0","0"
132853,1159,"Quercus","2019-08-06",2019,218,"1","0","1","0","0"
132853,1159,"Quercus","2019-08-13",2019,225,"1","0","1","0","0"
132853,1159,"Quercus","2019-08-20",2019,232,"1","0","1","0","0"
132853,1159,"Quercus","2019-08-27",2019,239,"1","0","1","0","0"
132853,1159,"Quercus","2019-09-03",2019,246,"1","0","1","0","0"
132853,1159,"Quercus","2019-09-10",2019,253,"1","0","1","0","0"
132853,1159,"Quercus","2019-09-16",2019,259,"1","1","1","1","1"
132853,1159,"Quercus","2019-09-23",2019,266,"1","1","1","1","1"
132853,1159,"Quercus","2019-10-01",2019,274,"1","1","1","1","1"
132853,1159,"Quercus","2019-10-07",2019,280,"1","1","1","1","1"
132853,1159,"Quercus","2019-10-14",2019,287,"1","1","1","1","1"
132853,1159,"Quercus","2019-10-22",2019,295,"1","1","1","1","1"
132853,1159,"Quercus","2019-10-28",2019,301,"1","1","1","1","1"
132853,1159,"Quercus","2019-11-05",2019,309,"1","1","1","1","1"
132853,1159,"Quercus","2019-11-12",2019,316,"1","1","1","1","1"
132853,1159,"Quercus","2019-11-18",2019,322,"1","1","1","1","1"
132853,1159,"Quercus","2019-11-25",2019,329,"1","1","1","1","1"
132855,1159,"Quercus","2018-03-23",2018,82,"0","0","0","0","0"
132855,1159,"Quercus","2018-03-29",2018,88,"0","0","0","0","0"
132855,1159,"Quercus","2018-04-04",2018,94,"0","0","0","0","0"
132855,1159,"Quercus","2018-04-12",2018,102,"0","0","0","0","0"
132855,1159,"Quercus","2018-04-20",2018,110,"0","0","0","0","0"
132855,1159,"Quercus","2018-04-26",2018,116,"0","0","0","0","0"
132855,1159,"Quercus","2018-05-04",2018,124,"1","0","1","0","0"
132855,1159,"Quercus","2018-05-11",2018,131,"1","0","1","0","0"
132855,1159,"Quercus","2018-05-17",2018,137,"1","0","0","0","0"
132855,1159,"Quercus","2018-05-24",2018,144,"1","0","1","0","0"
132855,1159,"Quercus","2018-05-31",2018,151,"1","0","1","0","0"
132855,1159,"Quercus","2018-06-07",2018,158,"0","0","1","0","0"
132855,1159,"Quercus","2018-06-14",2018,165,"1","0","1","0","0"
132855,1159,"Quercus","2018-06-22",2018,173,"1","0","1","0","0"
132855,1159,"Quercus","2018-06-28",2018,179,"1","0","1","0","0"
132855,1159,"Quercus","2018-07-06",2018,187,"1","0","1","0","0"
132855,1159,"Quercus","2018-07-12",2018,193,"1","0","1","0","0"
132855,1159,"Quercus","2018-07-19",2018,200,"1","0","1","0","0"
132855,1159,"Quercus","2018-07-26",2018,207,"1","0","1","0","0"
132855,1159,"Quercus","2018-08-02",2018,214,"1","0","1","0","0"
132855,1159,"Quercus","2018-08-09",2018,221,"1","0","1","0","0"
132855,1159,"Quercus","2018-08-16",2018,228,"1","0","1","0","0"
132855,1159,"Quercus","2018-08-23",2018,235,"1","0","1","0","0"
132855,1159,"Quercus","2018-08-30",2018,242,"1","0","1","0","0"
132855,1159,"Quercus","2018-09-06",2018,249,"1","0","1","0","0"
132855,1159,"Quercus","2018-09-12",2018,255,"1","0","1","0","0"
132855,1159,"Quercus","2018-09-19",2018,262,"1","1","1","1","1"
132855,1159,"Quercus","2018-09-26",2018,269,"1","1","1","1","1"
132855,1159,"Quercus","2018-10-03",2018,276,"1","1","1","1","1"
132855,1159,"Quercus","2018-10-10",2018,283,"1","1","1","1","1"
132855,1159,"Quercus","2018-10-17",2018,290,"1","1","1","1","1"
132855,1159,"Quercus","2018-10-26",2018,299,"1","1","1","1","1"
132855,1159,"Quercus","2018-11-01",2018,305,"1","1","1","1","1"
132855,1159,"Quercus","2018-11-07",2018,311,"1","1","1","1","1"
132855,1159,"Quercus","2018-11-21",2018,325,"1","1","1","1","1"
132855,1159,"Quercus","2019-03-27",2019,86,"0","0","0","0","0"
132855,1159,"Quercus","2019-04-03",2019,93,"0","0","0","0","0"
132855,1159,"Quercus","2019-04-11",2019,101,"0","0","1","0","0"
132855,1159,"Quercus","2019-04-17",2019,107,"0","0","0","0","0"
132855,1159,"Quercus","2019-04-24",2019,114,"0","0","0","0","0"
132855,1159,"Quercus","2019-04-30",2019,120,"1","0","1","0","0"
132855,1159,"Quercus","2019-05-08",2019,128,"1","0","1","0","0"
132855,1159,"Quercus","2019-05-14",2019,134,"1","0","1","0","0"
132855,1159,"Quercus","2019-05-21",2019,141,"1","0","1","0","0"
132855,1159,"Quercus","2019-05-28",2019,148,"1","0","1","0","0"
132855,1159,"Quercus","2019-06-04",2019,155,"1","0","1","0","0"
132855,1159,"Quercus","2019-06-11",2019,162,"1","0","1","0","0"
132855,1159,"Quercus","2019-06-18",2019,169,"1","0","1","0","0"
132855,1159,"Quercus","2019-06-25",2019,176,"1","0","1","0","0"
132855,1159,"Quercus","2019-07-02",2019,183,"1","0","1","0","0"
132855,1159,"Quercus","2019-07-09",2019,190,"1","0","1","0","0"
132855,1159,"Quercus","2019-07-16",2019,197,"1","0","1","0","0"
132855,1159,"Quercus","2019-07-23",2019,204,"1","0","1","0","0"
132855,1159,"Quercus","2019-07-30",2019,211,"1","0","1","0","0"
132855,1159,"Quercus","2019-08-06",2019,218,"1","0","1","0","0"
132855,1159,"Quercus","2019-08-13",2019,225,"1","0","1","0","0"
132855,1159,"Quercus","2019-08-20",2019,232,"1","0","1","0","0"
132855,1159,"Quercus","2019-08-27",2019,239,"1","0","1","0","0"
132855,1159,"Quercus","2019-09-03",2019,246,"1","0","1","0","0"
132855,1159,"Quercus","2019-09-10",2019,253,"1","0","1","0","0"
132855,1159,"Quercus","2019-09-16",2019,259,"1","1","1","1","1"
132855,1159,"Quercus","2019-09-23",2019,266,"1","1","1","1","1"
132855,1159,"Quercus","2019-10-01",2019,274,"1","1","1","1","1"
132855,1159,"Quercus","2019-10-07",2019,280,"1","1","1","1","1"
132855,1159,"Quercus","2019-10-14",2019,287,"1","1","1","1","1"
132855,1159,"Quercus","2019-10-22",2019,295,"1","1","1","1","1"
132855,1159,"Quercus","2019-10-28",2019,301,"1","1","1","1","1"
132855,1159,"Quercus","2019-11-05",2019,309,"1","1","1","1","1"
132855,1159,"Quercus","2019-11-12",2019,316,"1","1","1","1","1"
132855,1159,"Quercus","2019-11-18",2019,322,"1","1","1","1","1"
132855,1159,"Quercus","2019-11-25",2019,329,"1","1","1","1","1"
132856,100,"Quercus","2018-03-23",2018,82,"0","0","0","0","0"
132856,100,"Quercus","2018-03-28",2018,87,"0","0","0","0","0"
132856,100,"Quercus","2018-04-04",2018,94,"0","0","0","0","0"
132856,100,"Quercus","2018-04-12",2018,102,"0","0","0","0","0"
132856,100,"Quercus","2018-04-20",2018,110,"0","0","0","0","0"
132856,100,"Quercus","2018-04-26",2018,116,"0","0","0","0","0"
132856,100,"Quercus","2018-05-04",2018,124,"1","0","1","0","0"
132856,100,"Quercus","2018-05-11",2018,131,"1","0","1","0","0"
132856,100,"Quercus","2018-05-17",2018,137,"1","0","0","0","0"
132856,100,"Quercus","2018-05-24",2018,144,"1","0","1","0","0"
132856,100,"Quercus","2018-05-31",2018,151,"1","0","1","0","0"
132856,100,"Quercus","2018-06-07",2018,158,"0","0","1","0","0"
132856,100,"Quercus","2018-06-14",2018,165,"1","0","1","0","0"
132856,100,"Quercus","2018-06-22",2018,173,"1","0","1","0","0"
132856,100,"Quercus","2018-06-28",2018,179,"1","0","1","0","0"
132856,100,"Quercus","2018-07-06",2018,187,"1","0","1","0","0"
132856,100,"Quercus","2018-07-12",2018,193,"1","0","1","0","0"
132856,100,"Quercus","2018-07-19",2018,200,"1","0","1","0","0"
132856,100,"Quercus","2018-07-26",2018,207,"1","0","1","0","0"
132856,100,"Quercus","2018-08-02",2018,214,"1","0","1","0","0"
132856,100,"Quercus","2018-08-09",2018,221,"1","0","1","0","0"
132856,100,"Quercus","2018-08-16",2018,228,"1","0","1","0","0"
132856,100,"Quercus","2018-08-23",2018,235,"1","0","1","0","0"
132856,100,"Quercus","2018-08-30",2018,242,"1","0","1","0","0"
132856,100,"Quercus","2018-09-06",2018,249,"1","0","1","0","0"
132856,100,"Quercus","2018-09-12",2018,255,"1","0","1","0","0"
132856,100,"Quercus","2018-09-19",2018,262,"1","1","1","1","1"
132856,100,"Quercus","2018-09-26",2018,269,"1","1","1","1","1"
132856,100,"Quercus","2018-10-03",2018,276,"1","1","1","1","1"
132856,100,"Quercus","2018-10-10",2018,283,"1","1","1","1","1"
132856,100,"Quercus","2018-10-17",2018,290,"1","1","1","1","1"
132856,100,"Quercus","2018-10-26",2018,299,"1","1","1","1","1"
132856,100,"Quercus","2018-11-01",2018,305,"1","1","1","1","1"
132856,100,"Quercus","2018-11-07",2018,311,"1","1","1","1","1"
132856,100,"Quercus","2018-11-14",2018,318,"1","1","1","1","1"
132856,100,"Quercus","2018-11-21",2018,325,"1","1","1","1","1"
132856,100,"Quercus","2019-03-27",2019,86,"0","0","0","0","0"
132856,100,"Quercus","2019-04-03",2019,93,"0","0","1","0","0"
132856,100,"Quercus","2019-04-11",2019,101,"0","0","1","0","0"
132856,100,"Quercus","2019-04-17",2019,107,"0","0","0","0","0"
132856,100,"Quercus","2019-04-24",2019,114,"1","0","1","0","0"
132856,100,"Quercus","2019-04-30",2019,120,"1","0","1","0","0"
132856,100,"Quercus","2019-05-08",2019,128,"1","0","1","0","0"
132856,100,"Quercus","2019-05-14",2019,134,"1","0","1","0","0"
132856,100,"Quercus","2019-05-21",2019,141,"1","0","1","0","0"
132856,100,"Quercus","2019-05-28",2019,148,"1","0","1","0","0"
132856,100,"Quercus","2019-06-04",2019,155,"1","0","1","0","0"
132856,100,"Quercus","2019-06-11",2019,162,"1","0","1","0","0"
132856,100,"Quercus","2019-06-18",2019,169,"1","0","1","0","0"
132856,100,"Quercus","2019-06-25",2019,176,"1","0","1","0","0"
132856,100,"Quercus","2019-07-02",2019,183,"1","0","1","0","0"
132856,100,"Quercus","2019-07-09",2019,190,"1","0","1","0","0"
132856,100,"Quercus","2019-07-16",2019,197,"1","0","1","0","0"
132856,100,"Quercus","2019-07-23",2019,204,"1","0","1","0","0"
132856,100,"Quercus","2019-07-30",2019,211,"1","1","1","1","1"
132856,100,"Quercus","2019-08-06",2019,218,"1","1","1","1","1"
132856,100,"Quercus","2019-08-13",2019,225,"1","1","1","1","1"
132856,100,"Quercus","2019-08-20",2019,232,"1","1","1","1","1"
132856,100,"Quercus","2019-08-27",2019,239,"1","1","1","1","1"
132856,100,"Quercus","2019-09-03",2019,246,"1","1","1","1","1"
132856,100,"Quercus","2019-09-10",2019,253,"1","1","1","1","1"
132856,100,"Quercus","2019-09-16",2019,259,"1","1","1","1","1"
132856,100,"Quercus","2019-09-23",2019,266,"1","1","1","1","1"
132856,100,"Quercus","2019-10-01",2019,274,"1","1","1","1","1"
132856,100,"Quercus","2019-10-07",2019,280,"1","1","1","1","1"
132856,100,"Quercus","2019-10-14",2019,287,"1","1","1","1","1"
132856,100,"Quercus","2019-10-22",2019,295,"1","1","1","1","1"
132856,100,"Quercus","2019-10-28",2019,301,"1","1","1","1","1"
132856,100,"Quercus","2019-11-05",2019,309,"1","1","1","1","1"
132856,100,"Quercus","2019-11-12",2019,316,"0","0","0","0","1"
132856,100,"Quercus","2019-11-18",2019,322,"0","0","0","0","1"
132856,100,"Quercus","2019-11-25",2019,329,"0","0","0","0","1"
132857,1159,"Quercus","2018-03-26",2018,85,"0","0","0","0","0"
132857,1159,"Quercus","2018-04-02",2018,92,"0","0","0","0","0"
132857,1159,"Quercus","2018-04-09",2018,99,"0","0","0","0","0"
132857,1159,"Quercus","2018-04-16",2018,106,"0","0","0","0","0"
132857,1159,"Quercus","2018-04-23",2018,113,"0","0","0","0","0"
132857,1159,"Quercus","2018-04-30",2018,120,"0","0","0","0","0"
132857,1159,"Quercus","2018-05-07",2018,127,"1","0","1","0","0"
132857,1159,"Quercus","2018-05-14",2018,134,"1","0","1","0","0"
132857,1159,"Quercus","2018-05-28",2018,148,"1","0","1","0","0"
132857,1159,"Quercus","2018-06-04",2018,155,"1","0","1","0","0"
132857,1159,"Quercus","2018-06-11",2018,162,"1","0","1","0","0"
132857,1159,"Quercus","2018-06-18",2018,169,"1","0","1","0","0"
132857,1159,"Quercus","2018-06-25",2018,176,"1","0","1","0","0"
132857,1159,"Quercus","2018-07-04",2018,185,"1","0","1","0","0"
132857,1159,"Quercus","2018-07-09",2018,190,"1","0","1","0","0"
132857,1159,"Quercus","2018-07-16",2018,197,"1","0","1","0","0"
132857,1159,"Quercus","2018-07-23",2018,204,"1","0","1","0","0"
132857,1159,"Quercus","2018-07-30",2018,211,"1","0","1","0","0"
132857,1159,"Quercus","2018-08-06",2018,218,"1","0","1","0","0"
132857,1159,"Quercus","2018-08-13",2018,225,"1","0","1","0","0"
132857,1159,"Quercus","2018-08-20",2018,232,"1","0","1","0","0"
132857,1159,"Quercus","2018-08-27",2018,239,"1","0","1","0","0"
132857,1159,"Quercus","2018-09-03",2018,246,"1","0","1","0","0"
132857,1159,"Quercus","2018-09-10",2018,253,"1","0","1","0","0"
132857,1159,"Quercus","2018-09-17",2018,260,"1","0","1","0","0"
132857,1159,"Quercus","2018-09-24",2018,267,"1","0","1","0","0"
132857,1159,"Quercus","2018-10-09",2018,282,"1","1","1","1","1"
132857,1159,"Quercus","2018-10-15",2018,288,"1","1","1","1","1"
132857,1159,"Quercus","2018-10-23",2018,296,"1","1","1","1","1"
132857,1159,"Quercus","2018-10-29",2018,302,"1","1","1","1","1"
132857,1159,"Quercus","2018-11-05",2018,309,"1","1","1","1","1"
132857,1159,"Quercus","2018-11-12",2018,316,"1","1","1","1","1"
132857,1159,"Quercus","2018-11-22",2018,326,"1","1","1","1","1"
132857,1159,"Quercus","2019-03-27",2019,86,"0","0","0","0","0"
132857,1159,"Quercus","2019-04-03",2019,93,"0","0","0","0","0"
132857,1159,"Quercus","2019-04-11",2019,101,"0","0","1","0","0"
132857,1159,"Quercus","2019-04-17",2019,107,"0","0","0","0","0"
132857,1159,"Quercus","2019-04-24",2019,114,"0","0","0","0","0"
132857,1159,"Quercus","2019-04-30",2019,120,"1","0","1","0","0"
132857,1159,"Quercus","2019-05-08",2019,128,"1","0","1","0","0"
132857,1159,"Quercus","2019-05-14",2019,134,"1","0","1","0","0"
132857,1159,"Quercus","2019-05-21",2019,141,"1","0","1","0","0"
132857,1159,"Quercus","2019-05-28",2019,148,"1","0","1","0","0"
132857,1159,"Quercus","2019-06-04",2019,155,"1","0","1","0","0"
132857,1159,"Quercus","2019-06-11",2019,162,"1","0","1","0","0"
132857,1159,"Quercus","2019-06-18",2019,169,"1","0","1","0","0"
132857,1159,"Quercus","2019-06-25",2019,176,"1","0","1","0","0"
132857,1159,"Quercus","2019-07-02",2019,183,"1","0","1","0","0"
132857,1159,"Quercus","2019-07-09",2019,190,"1","0","1","0","0"
132857,1159,"Quercus","2019-07-16",2019,197,"1","0","1","0","0"
132857,1159,"Quercus","2019-07-23",2019,204,"1","0","1","0","0"
132857,1159,"Quercus","2019-07-30",2019,211,"1","0","1","0","0"
132857,1159,"Quercus","2019-08-06",2019,218,"1","0","1","0","0"
132857,1159,"Quercus","2019-08-13",2019,225,"1","0","1","0","0"
132857,1159,"Quercus","2019-08-20",2019,232,"1","0","1","0","0"
132857,1159,"Quercus","2019-08-27",2019,239,"1","0","1","0","0"
132857,1159,"Quercus","2019-09-03",2019,246,"1","1","1","1","1"
132857,1159,"Quercus","2019-09-10",2019,253,"1","1","1","1","1"
132857,1159,"Quercus","2019-09-16",2019,259,"1","1","1","1","1"
132857,1159,"Quercus","2019-09-23",2019,266,"1","1","1","1","1"
132857,1159,"Quercus","2019-10-01",2019,274,"1","1","1","1","1"
132857,1159,"Quercus","2019-10-07",2019,280,"1","1","1","1","1"
132857,1159,"Quercus","2019-10-14",2019,287,"1","1","1","1","1"
132857,1159,"Quercus","2019-10-22",2019,295,"1","1","1","1","1"
132857,1159,"Quercus","2019-10-28",2019,301,"1","1","1","1","1"
132857,1159,"Quercus","2019-11-05",2019,309,"1","1","1","1","1"
132857,1159,"Quercus","2019-11-12",2019,316,"1","1","1","1","1"
132857,1159,"Quercus","2019-11-18",2019,322,"1","1","1","1","1"
132857,1159,"Quercus","2019-11-25",2019,329,"1","1","1","1","1"
132858,100,"Quercus","2018-03-28",2018,87,"0","0","0","0","0"
132858,100,"Quercus","2018-04-04",2018,94,"0","0","0","0","0"
132858,100,"Quercus","2018-04-12",2018,102,"0","0","1","1","1"
132858,100,"Quercus","2018-04-20",2018,110,"0","0","0","0","0"
132858,100,"Quercus","2018-04-25",2018,115,"0","0","0","0","0"
132858,100,"Quercus","2018-05-02",2018,122,"-1","-1","1","1","1"
132858,100,"Quercus","2018-05-10",2018,130,"1","0","0","0","0"
132858,100,"Quercus","2018-05-14",2018,134,"1","0","0","0","0"
132858,100,"Quercus","2018-05-22",2018,142,"1","0","0","0","0"
132858,100,"Quercus","2018-05-31",2018,151,"0","0","1","0","0"
132858,100,"Quercus","2018-06-04",2018,155,"1","0","1","0","0"
132858,100,"Quercus","2018-06-12",2018,163,"1","0","0","0","0"
132858,100,"Quercus","2018-06-20",2018,171,"1","0","0","0","0"
132858,100,"Quercus","2018-06-27",2018,178,"1","0","1","0","0"
132858,100,"Quercus","2018-07-09",2018,190,"0","0","0","0","0"
132858,100,"Quercus","2018-07-18",2018,199,"0","0","NA","0","0"
132858,100,"Quercus","2018-08-01",2018,213,"0","0","NA","0","0"
132858,100,"Quercus","2018-08-08",2018,220,"0","0","0","0","0"
132858,100,"Quercus","2018-08-20",2018,232,"NA","0","NA","0","0"
132858,100,"Quercus","2018-09-04",2018,247,"0","0","0","0","0"
132858,100,"Quercus","2018-09-10",2018,253,"0","0","0","0","0"
132858,100,"Quercus","2018-09-18",2018,261,"0","0","0","0","0"
132858,100,"Quercus","2018-10-01",2018,274,"0","0","0","0","0"
132858,100,"Quercus","2018-10-21",2018,294,"0","-1","0","1","1"
132858,100,"Quercus","2018-11-12",2018,316,"0","0","0","0","0"
132858,100,"Quercus","2018-11-30",2018,334,"0","0","0","0","0"
132858,100,"Quercus","2019-04-06",2019,96,"0","0","0","0","0"
132858,100,"Quercus","2019-04-09",2019,99,"0","0","1","0","0"
132858,100,"Quercus","2019-04-15",2019,105,"0","0","1","0","0"
132858,100,"Quercus","2019-04-23",2019,113,"0","0","0","0","0"
132858,100,"Quercus","2019-05-01",2019,121,"1","0","1","0","0"
132858,100,"Quercus","2019-05-13",2019,133,"1","0","1","0","0"
132858,100,"Quercus","2019-05-28",2019,148,"1","0","1","0","0"
132858,100,"Quercus","2019-06-13",2019,164,"1","0","1","0","0"
132858,100,"Quercus","2019-06-22",2019,173,"1","0","1","0","0"
132858,100,"Quercus","2019-06-28",2019,179,"1","0","1","0","0"
132858,100,"Quercus","2019-07-04",2019,185,"1","0","1","0","0"
132858,100,"Quercus","2019-07-10",2019,191,"1","0","1","0","0"
132858,100,"Quercus","2019-07-19",2019,200,"1","0","1","0","0"
132858,100,"Quercus","2019-07-26",2019,207,"1","1","1","0","0"
132858,100,"Quercus","2019-08-02",2019,214,"1","0","1","0","0"
132858,100,"Quercus","2019-08-13",2019,225,"1","0","1","1","1"
132858,100,"Quercus","2019-08-21",2019,233,"1","0","1","1","1"
132858,100,"Quercus","2019-08-26",2019,238,"1","0","1","0","0"
132858,100,"Quercus","2019-09-03",2019,246,"1","1","1","1","1"
132858,100,"Quercus","2019-09-09",2019,252,"1","1","1","1","1"
132858,100,"Quercus","2019-09-17",2019,260,"1","1","1","1","1"
132858,100,"Quercus","2019-09-24",2019,267,"1","1","1","1","1"
132858,100,"Quercus","2019-09-30",2019,273,"1","1","1","1","1"
132858,100,"Quercus","2019-10-07",2019,280,"1","1","1","1","1"
132858,100,"Quercus","2019-10-14",2019,287,"1","1","1","1","1"
132858,100,"Quercus","2019-10-23",2019,296,"1","1","1","1","1"
132858,100,"Quercus","2019-10-29",2019,302,"1","1","1","1","1"
132858,100,"Quercus","2019-11-05",2019,309,"1","1","1","1","1"
132858,100,"Quercus","2019-11-12",2019,316,"1","1","1","1","1"
132858,100,"Quercus","2019-11-19",2019,323,"1","1","1","1","1"
132858,100,"Quercus","2019-11-27",2019,331,"0","0","0","0","1"
132860,100,"Quercus","2018-03-24",2018,83,"0","0","0","0","0"
132860,100,"Quercus","2018-03-31",2018,90,"0","0","0","0","0"
132860,100,"Quercus","2018-04-05",2018,95,"0","0","0","0","0"
132860,100,"Quercus","2018-04-14",2018,104,"0","0","0","0","0"
132860,100,"Quercus","2018-04-22",2018,112,"0","0","0","0","0"
132860,100,"Quercus","2018-04-29",2018,119,"0","0","0","0","0"
132860,100,"Quercus","2018-05-06",2018,126,"0","0","0","0","0"
132860,100,"Quercus","2018-05-12",2018,132,"1","0","1","0","0"
132860,100,"Quercus","2018-05-19",2018,139,"1","0","0","0","0"
132860,100,"Quercus","2018-06-04",2018,155,"1","0","0","0","0"
132860,100,"Quercus","2018-06-09",2018,160,"1","0","1","0","0"
132860,100,"Quercus","2018-06-23",2018,174,"1","0","1","0","0"
132860,100,"Quercus","2019-03-23",2019,82,"0","0","0","0","0"
132860,100,"Quercus","2019-03-31",2019,90,"0","0","0","0","0"
132860,100,"Quercus","2019-04-08",2019,98,"0","0","0","0","0"
132860,100,"Quercus","2019-04-15",2019,105,"0","0","0","0","0"
132860,100,"Quercus","2019-04-22",2019,112,"0","0","0","0","0"
132860,100,"Quercus","2019-04-29",2019,119,"0","0","0","0","0"
132860,100,"Quercus","2019-05-15",2019,135,"1","0","1","0","0"
132860,100,"Quercus","2019-05-21",2019,141,"1","0","1","0","0"
132860,100,"Quercus","2019-05-28",2019,148,"1","0","1","0","0"
132860,100,"Quercus","2019-06-04",2019,155,"1","1","1","0","0"
132860,100,"Quercus","2019-06-10",2019,161,"1","0","1","0","0"
132860,100,"Quercus","2019-06-18",2019,169,"1","0","1","0","0"
132860,100,"Quercus","2019-06-25",2019,176,"1","0","1","0","0"
132860,100,"Quercus","2019-07-02",2019,183,"1","0","1","0","0"
132860,100,"Quercus","2019-07-08",2019,189,"1","0","1","0","0"
132860,100,"Quercus","2019-07-15",2019,196,"1","0","1","0","0"
132860,100,"Quercus","2019-07-22",2019,203,"1","0","1","0","0"
132860,100,"Quercus","2019-07-31",2019,212,"1","0","1","0","0"
132860,100,"Quercus","2019-08-05",2019,217,"1","0","1","0","0"
132860,100,"Quercus","2019-08-14",2019,226,"1","0","1","0","0"
132860,100,"Quercus","2019-08-19",2019,231,"1","0","1","0","0"
132860,100,"Quercus","2019-08-27",2019,239,"1","0","1","0","0"
132860,100,"Quercus","2019-09-03",2019,246,"1","0","1","0","0"
132860,100,"Quercus","2019-09-10",2019,253,"1","0","1","0","0"
132860,100,"Quercus","2019-09-16",2019,259,"1","0","1","0","0"
132860,100,"Quercus","2019-09-24",2019,267,"1","0","1","0","0"
132860,100,"Quercus","2019-10-02",2019,275,"1","1","1","1","1"
132860,100,"Quercus","2019-10-09",2019,282,"1","1","1","1","1"
132860,100,"Quercus","2019-10-16",2019,289,"1","1","1","1","1"
132860,100,"Quercus","2019-10-23",2019,296,"1","1","1","1","1"
132860,100,"Quercus","2019-11-01",2019,305,"1","1","1","1","1"
132860,100,"Quercus","2019-11-06",2019,310,"1","1","1","1","1"
132860,100,"Quercus","2019-11-12",2019,316,"1","1","1","1","1"
132860,100,"Quercus","2019-11-20",2019,324,"1","1","1","1","1"
132862,1366,"Quercus","2018-03-22",2018,81,"0","0","0","0","0"
132862,1366,"Quercus","2018-03-26",2018,85,"0","0","0","0","0"
132862,1366,"Quercus","2018-04-02",2018,92,"0","0","0","0","0"
132862,1366,"Quercus","2018-04-10",2018,100,"0","0","0","0","0"
132862,1366,"Quercus","2018-04-16",2018,106,"0","0","0","0","0"
132862,1366,"Quercus","2018-04-23",2018,113,"0","0","0","0","0"
132862,1366,"Quercus","2018-04-30",2018,120,"0","0","0","0","0"
132862,1366,"Quercus","2018-05-07",2018,127,"0","0","0","0","0"
132862,1366,"Quercus","2018-05-14",2018,134,"1","0","1","0","0"
132862,1366,"Quercus","2018-05-21",2018,141,"1","0","1","0","0"
132862,1366,"Quercus","2018-05-28",2018,148,"1","0","1","0","0"
132862,1366,"Quercus","2018-06-04",2018,155,"1","0","1","0","0"
132862,1366,"Quercus","2018-06-11",2018,162,"1","0","1","0","0"
132862,1366,"Quercus","2018-06-18",2018,169,"1","0","1","0","0"
132862,1366,"Quercus","2018-06-26",2018,177,"1","0","1","0","0"
132862,1366,"Quercus","2018-07-05",2018,186,"1","0","1","0","0"
132862,1366,"Quercus","2018-07-09",2018,190,"1","0","1","0","0"
132862,1366,"Quercus","2018-07-16",2018,197,"1","0","1","0","0"
132862,1366,"Quercus","2018-07-23",2018,204,"1","0","1","0","0"
132862,1366,"Quercus","2018-07-30",2018,211,"1","0","1","0","0"
132862,1366,"Quercus","2018-08-06",2018,218,"1","0","1","0","0"
132862,1366,"Quercus","2018-08-15",2018,227,"1","0","1","0","0"
132862,1366,"Quercus","2018-09-03",2018,246,"1","0","1","0","0"
132862,1366,"Quercus","2018-09-10",2018,253,"1","0","1","0","0"
132862,1366,"Quercus","2018-09-17",2018,260,"1","0","1","0","0"
132862,1366,"Quercus","2018-09-25",2018,268,"1","0","1","0","0"
132862,1366,"Quercus","2018-10-02",2018,275,"1","0","1","0","0"
132862,1366,"Quercus","2018-10-09",2018,282,"1","0","1","0","0"
132862,1366,"Quercus","2018-10-15",2018,288,"1","0","1","0","0"
132862,1366,"Quercus","2018-10-22",2018,295,"1","0","1","0","0"
132862,1366,"Quercus","2018-10-29",2018,302,"1","1","1","1","1"
132862,1366,"Quercus","2018-11-06",2018,310,"1","1","1","0","0"
132862,1366,"Quercus","2018-11-12",2018,316,"1","1","1","0","0"
132862,1366,"Quercus","2018-11-19",2018,323,"1","1","1","1","1"
132862,1366,"Quercus","2018-11-27",2018,331,"1","1","1","1","1"
132862,1366,"Quercus","2019-03-23",2019,82,"0","0","0","0","0"
132862,1366,"Quercus","2019-03-31",2019,90,"0","0","0","0","0"
132862,1366,"Quercus","2019-04-08",2019,98,"0","0","0","0","0"
132862,1366,"Quercus","2019-04-15",2019,105,"0","0","0","0","0"
